SNo	Rank	Allotted Quota	Allotted Institute	City	Course	Allotted Category	Candidate Category	Remarks
6042	12099	AIQ	BURDWAN MEDICAL COLLEGE	BURDWAN 	M.D. (PAEDIATRICS)	SC	SC	Allotted
6043	12102	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6044	12105	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	SC	SC	Allotted
6045	12109	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6046	12111	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
6047	12118	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (Radiotherapy/Radio Oncology)	OBC	OBC	Allotted
6048	12120	AIQ	Guwahati Medical College	Guwahati 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
6049	12136	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6050	12137	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	OBC	Allotted
6051	12138	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
6052	12146	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6053	12151	AIQ	Rabindra Nath Tagore Medical College	Udaipur 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6054	12154	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6055	12157	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	DIPLOMA IN OPHTHALMOLOGY/DO MS	GN	OBC	Allotted
6056	12158	MNG	K.S Hegde Medical Academy	Mangaluru 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6057	12159	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6058	12160	AIQ	Government Medical College	Kozhikode 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
6059	12169	AIQ	B.J. Medical College	Ahmedabad 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
6060	12170	DU	KASTURBA HOSPITAL	NEW DELHI 	DIPLOMA IN CHILD HEALTH/ PAEDIATRICS	GN	GNNO	Allotted
6061	12185	AIQ	B.J. Medical College	Ahmedabad 	M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY & BLOOD TRANSFUSION	GN	GNNO	Allotted
6062	12203	AIQ	Hindu Rao Hospital, New Delhi	DELHI 	DIPLOMA IN ANAESTHESIOLOGY	GN	GNNO	Allotted
6063	12206	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6064	12209	AIQ	Bangalore Medical College	Bangalore 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6065	12214	AIQ	MEDICAL COLLEGE	KOLKATA 	DIP.IN GYNAE. & OBST.	GN	OBC	Allotted
6066	12215	MNG	Rural Medical College and PIMS	Loni 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
6067	12220	AIQ	Government Medical College	Kottayam 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6068	12222	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
6069	12225	AIQ	Government Medical College	Baroda 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6070	12229	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6071	12232	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
6072	12234	AIQ	Calcutta National Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6073	12242	AIQ	B.J. Medical College	Ahmedabad 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
6074	12244	AIQ	Mahatma Gandhi Institute of Medical Sciences	Wardha 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
6075	12246	AIQ	ESI PGIMSR	Banglore 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6076	12248	AIQ	GOA MEDICAL COLLEGE	PANAJI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
6077	12250	AIQ	Shri MP Shah Medical College	Jamnagar 	DIP.IN MEDICAL RADIO- DIAGNOSIS	SC	SC	Allotted
6078	12252	AIQ	ESI PGIMSR	Banglore 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
6079	12257	AIQ	Rabindra Nath Tagore Medical College	Udaipur 	M.D. (RADIO- DIAGNOSIS)	ST	ST	Allotted
6080	12260	MNG	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6081	12262	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6082	12265	AIQ	Osmania Medical College	Koti 	DIPLOMA IN OPHTHALMOLOGY/DO MS	GN	OBC	Allotted
6083	12266	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (PATHOLOGY)	GN	EWNO	Allotted
6084	12269	AIQ	Bankura Sammilani Medical College	BANKURA 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6085	12270	MNG	Hamdard Inst. of Med. Sciences and Research	New Delhi 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6086	12274	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
6087	12275	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (FORENSIC MEDICINE)	GN	GNNO	Allotted
6088	12279	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6089	12280	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
6090	12281	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6091	12282	AIQ	Vijaynagar Institute of Medical Sciences	Bellary 	M.D. (PAEDIATRICS)	SC	SC	Allotted
6092	12283	AIQ	Bangalore Medical College	Bangalore 	M.D. (ANAESTHESIOLOGY)	SC	SC	Allotted
6093	12289	AIQ	Byramjee Jeejeebhoy Government Medical College	Pune 	M.S. (ORTHOPAEDICS)	SC	SC	Allotted
6094	12291	AIQ	K.A.P.Viswanathan Government Medical College	TIRUCHIRAPPALLLI 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6095	12292	IP	ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH	Bangalore 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
6096	12306	AIQ	Indra Gandhi Medical College	Shimla 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6097	12308	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
6098	12317	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	OBC	Allotted
6099	12320	AIQ	Government Medical College	Nagpur 	M.D. (PATHOLOGY)	GN	EWNO	Allotted
6100	12322	MNG	K.S Hegde Medical Academy	Mangaluru 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
6101	12324	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6102	12328	AIQ	Guru Govind Singh Medical College	Faridkot 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6103	12329	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
6104	12331	AIQ	Government Medical College	Nanded 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6105	12333	AIQ	Tezpur Medical College	Tezpur 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
6106	12351	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (Radiotherapy/Radio Oncology)	GN	OBC	Allotted
6107	12352	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6108	12353	AIQ	Silchar Medical College	Silchar 	M.S. (E.N.T.)	GN	GNNO	Allotted
6109	12355	MNG	K.S Hegde Medical Academy	Mangaluru 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6110	12358	MNG	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
6111	12359	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6112	12364	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
6113	12372	AIQ	Moti Lal Nehru Medical College	Allahabad 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6114	12374	AIQ	Gandhi Medical College	Bhopal 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6115	12378	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6116	12385	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
6117	12387	AIQ	Government Medical College	Thrissur 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
6118	12388	AIQ	Government Medical College	Latur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6119	12390	AIQ	Regional Institute of Medical Science	Imphal 	M.D. (PHYSICAL MED. & REHABILITATION)	GN	OBC	Allotted
6120	12393	AIQ	Jorhat Medical College and Hospital	Jorhat 	M.S. (E.N.T.)	GN	OBC	Allotted
6121	12394	AIQ	Osmania Medical College	Koti 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6122	12396	AIQ	Guru Govind Singh Medical College	Faridkot 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6123	12400	AIQ	Gandhi Medical College	Bhopal 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6124	12405	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
6125	12406	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (RADIO- DIAGNOSIS)	GN PwD	GN PwD	Allotted
6126	12408	AIQ	Silchar Medical College	Silchar 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
6127	12409	AIQ	Government Thoothukudi Medical College	Thoothukudi 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6128	12414	MNG	JSS Medical College	Jagadguru 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6129	12418	AIQ	Government Medical College	Kozhikode 	M.S. (OPHTHALMOLOGY)	SC	SC	Allotted
6130	12426	AIQ	Sardar Patel Medical College	Bikaner 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6131	12429	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (PAEDIATRICS)	GN	OBC	Allotted
6132	12430	AIQ	Government Medical College	Aurangabad 	M.D. (PATHOLOGY)	GN	EWNO	Allotted
6133	12431	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6134	12434	AIQ	B.J. Medical College	Ahmedabad 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
6135	12438	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6136	12439	AIQ	MEDICAL COLLEGE	KOLKATA 	DIP.IN GYNAE. & OBST.	GN	OBC	Allotted
6137	12440	MNG	Yenepoya Medical College	Mangalore 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
6138	12444	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6139	12449	AIQ	Indira Gandhi Government Medical College	Nagpur 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6140	12450	MNG	SBKS Med. Inst. and Res. Centre	Sumandeep Vidyapeeth Vadodara	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6141	12457	AIQ	Calcutta National Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6142	12459	AIQ	Calcutta National Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6143	12462	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (ANAESTHESIOLOGY)	SC	SC	Allotted
6144	12465	AIQ	Fakhruddin Ali Ahmed Medical College and Hospital	Barpeta Assam	M.D. (RADIO- DIAGNOSIS)	SC	SC	Allotted
6145	12466	MNG	JSS Medical College	Jagadguru 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6146	12468	AIQ	Gandhi Medical College	Bhopal 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
6147	12471	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6148	12478	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
6149	12485	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (PAEDIATRICS)	SC	SC	Allotted
6150	12489	AIQ	B.J. Medical College	Ahmedabad 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
6151	12490	MNG	Amrita Institute of Medical Science	Kochi 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
6152	12491	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
6153	12498	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
6154	12503	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.D. (PAEDIATRICS)	ST	ST	Allotted
6155	12504	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6156	12512	AIQ	Government Theni Medical College	Theni 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6157	12515	AIQ	Indra Gandhi Medical College	Shimla 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6158	12519	AIQ	GOVT DHARAMAPURI MED COLL	DHARMAPURI 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6159	12523	AIQ	TIRUNELVELI Medical College	TIRUNELVELI 	M.D. (RADIO- DIAGNOSIS)	ST	ST	Allotted
6160	12524	AIQ	ALL INDIA INS OF HYG. PUB. HEALTH	Kolkata 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
6161	12530	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.S. (OPHTHALMOLOGY)	SC	SC	Allotted
6162	12532	MNG	JSS Medical College	Jagadguru 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6163	12534	AIQ	Lala Lajpat Rai Memorial Medical College	MEERUT 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
6164	12536	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6165	12545	AIQ	Indra Gandhi Medical College	Shimla 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6166	12549	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6167	12553	AIQ	Guru Govind Singh Medical College	Faridkot 	M.D. (Radiotherapy/Radio Oncology)	GN	OBC	Allotted
6168	12566	MNG	Rural Medical College and PIMS	Loni 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6169	12567	AIQ	Government Mohan Kumaramangalam Medical College	SELAM 	M.S. (ORTHOPAEDICS)	SC	SC	Allotted
6170	12568	MNG	Amrita Institute of Medical Science	Kochi 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
6171	12571	AIQ	King Georges Medical University	LUCKNOW 	M.D. (ANAESTHESIOLOGY)	SC	SC	Allotted
6172	12573	MNG	SBKS Med. Inst. and Res. Centre	Sumandeep Vidyapeeth Vadodara	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6173	12575	AIQ	Vijaynagar Institute of Medical Sciences	Bellary 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
6174	12576	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
6175	12579	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
6176	12581	AIQ	Bankura Sammilani Medical College	BANKURA 	MD/MS (Anatomy)	GN	OBC	Allotted
6177	12585	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	OBC	Allotted
6178	12588	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (ANAESTHESIOLOGY)	SC	SC	Allotted
6179	12591	AIQ	Lokopriya Gopinath Bordoloi Regional Institute of Mental Health	Tezpur 	M.D. (PSYCHIATRY)	OBC	OBC	Allotted
6180	12593	DU	KASTURBA HOSPITAL	NEW DELHI 	DIP.IN GYNAE. & OBST.	GN	GNNO	Allotted
6181	12596	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
6182	12597	AIQ	Grant Medical College	Mumbai 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
6183	12604	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
6184	12608	AIQ	Government Medical College	Haldwani 	MD/MS (Anatomy)	GN	GNNO	Allotted
6185	12614	AIQ	Government Medical College	Surat 	M.S. (ORTHOPAEDICS)	SC	SC	Allotted
6186	12617	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	ST	ST	Allotted
6187	12622	AIQ	Government Medical College	Nagpur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
6188	12623	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6189	12624	AIQ	K.A.P.Viswanathan Government Medical College	TIRUCHIRAPPALLLI 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6190	12637	AIQ	Government Medical College	Kota 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6191	12638	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6192	12641	AIQ	Nizam Institute of Medical Sciences	Hyderabad 	M.D. (Hospital Administration)	GN	EWNO	Allotted
6193	12649	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6194	12652	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
6195	12653	MNG	MGM Medical College	Aurangabad 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6196	12654	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6197	12655	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	OBC	OBC	Allotted
6198	12660	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
6199	12662	MNG	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6200	12664	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
6201	12666	AIQ	VEER SURENDRA SAI MEDICAL COLLEGE	BURLA 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6202	12669	DU	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	SC	SC	Allotted
6203	12674	AIQ	Osmania Medical College	Koti 	DIPLOMA IN OPHTHALMOLOGY/DO MS	GN	OBC	Allotted
6204	12681	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6205	12682	AIQ	Swami Ramanand Teerth Rural Medical College	Ambajogai 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6206	12685	AIQ	Sarojini Naidu Medical College	AGRA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6207	12689	MNG	MGM Medical College	Aurangabad 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6208	12690	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (PHYSICAL MED. & REHABILITATION)	GN	GNNO	Allotted
6209	12691	AIQ	Government Medical College	Baroda 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6210	12692	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
6211	12696	AIQ	Osmania Medical College	Koti 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	ST	ST	Allotted
6212	12701	AIQ	Shri MP Shah Medical College	Jamnagar 	M.D. (PAEDIATRICS)	SC	SC	Allotted
6213	12713	MNG	Bharati Vidyapeeth Dee. Univ. Med. College	Pune 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
6214	12714	AIQ	Sri Bhausaheb Hire Government Medical College	Dhule Maharashtra 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6215	12720	AIQ	Moti Lal Nehru Medical College	Allahabad 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6216	12721	AIQ	MEDICAL COLLEGE	KOLKATA 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
6217	12722	AIQ	Sri Bhausaheb Hire Government Medical College	Dhule Maharashtra 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
6218	12724	AIQ	Silchar Medical College	Silchar 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
6219	12726	AIQ	Baba Raghav Das Medical College	GORAKHPUR 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6220	12733	MNG	SBKS Med. Inst. and Res. Centre	Sumandeep Vidyapeeth Vadodara	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6221	12739	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
6222	12740	AIQ	Osmania Medical College	Koti 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
6223	12742	AIQ	Govt. Villupuram Medical College	Villupuram Tamil Nadu	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
6224	12746	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6225	12748	AIQ	MEDICAL COLLEGE	KOLKATA 	DIPLOMA IN OPHTHALMOLOGY/DO MS	GN	GNNO	Allotted
6226	12749	AIQ	Government Medical College	Thiruvananthapuram 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
6227	12753	AIQ	Bangalore Medical College	Bangalore 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
6228	12756	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6229	12762	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (RADIO- DIAGNOSIS)	GN PwD	OBC PwD	Allotted
6230	12763	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (GENERAL MEDICINE)	ST	ST	Allotted
6231	12766	AIQ	NORTH BENGAL MEDICAL COLLEGE	DARJEELING 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6232	12771	AIQ	Regional Institute of Medical Science	Imphal 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
6233	12772	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6234	12776	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6235	12796	AIQ	Gandhi Medical College	Bhopal 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6236	12797	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6237	12803	MNG	Rural Medical College and PIMS	Loni 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6238	12807	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (MICROBIOLOGY)	GN	EWNO	Allotted
6239	12809	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
6240	12810	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
6241	12813	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
6242	12818	AIQ	NORTH BENGAL MEDICAL COLLEGE	DARJEELING 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6243	12822	AIQ	Swami Ramanand Teerth Rural Medical College	Ambajogai 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
